comments	contain_gender_bias	bias	hate	comments_clean
정말 실어...실어..심술보 덕지덕지..난 실다..	False	none	none	정말 심술 보 덕지덕지 실
정말 안 생긴 스타 봉태규 유해진 정종철. 태규는 한예슬과논스톱4에서 입술을 쭉쭉 빨았지. 졸부.	False	others	hate	정말 안 생기 스타 봉태규 유해진 정종철 태 규 한예슬 논스톱 입술 쭉쭉 빨 졸부
정말 예뻐진건 사실이네요. 여신 여주인공 다 가능한 미모로 다시 태어났네요. OOO스럽지도 않고 정말 성공한 성형인데 더이상은 손대지 말고 잘 유지 하셨으면 좋겠어요	False	others	offensive	정말 예쁘 사실 여신 여주인공 다 가능 미모 다시 태어나 OO 정말 성공 성형 더 이상 손대 잘 유지 좋
정말 예뻣는데....10대 최고였슴..지금도 예뻐요..^^	False	none	none	정말 예쁘 최고 스 지금 예쁘
정말 예쁜 부부,,,아들 낳아서 죄인이 됐을지, 딸 낳아서 당당한 남편이 됐을지의 다음 이야기가 궁금하네요	True	gender	offensive	정말 예쁘 부부 아들 낳 죄인 되 딸 낳 당당 남편 되 다음 이야기 궁금
정말 욕먹기 싫으면 그냥 평범하게 살아라	False	none	none	정말 욕 먹 싫 그냥 평범 살
정말 웃기는인간들이다 니들은 성금이나 내놓고 악플다냐 성금이라는건 본인 알아서내는거지 니들기준으로 내는거냐 정말 악플다는인간들 장말 인간도아니다 재앙이네	False	others	offensive	정말 웃기 인간 니들 성금 내놓 악플 달 성금 본인 알 내 기준 내 정말 악플 다 늘 인간 장 인간 재앙
정말 이딴 쓰레기같은 예능은 쉬지도 않고 나오는구나....	False	none	offensive	정말 쓰레기 같 예능 쉬 나오
정말 이런건 안올리면 좋겠음 정말 가고픈이들도 많을텐데 능력이안돼 못가면 얼마나 자괴감들겠어 응 누가 궁금하다고	False	none	offensive	정말 안 올리 좋 정말 가 많 능력 안 되 못 가 얼마나 자괴감 들 궁금
정말 자살일까.. 유서도 없고 자살을 했다는 정황도 없는데.. 우울증치료를 받았다는 이유만으로 자살핬다는건 왠지 의심스럽다	False	none	none	정말 자살 유서 없 자살 하 정황 없 우울증 치료 이유 자살 핬 왠지 의심
정말 잘 돌리겠다. 왕새우에 올라가 꽆고 좌회전우회전.	True	gender	hate	정말 잘 돌리 새우 올라가 꽆 좌회전 우회전
정말 잘가요~ 더이상 보고싶지않아요	False	none	offensive	정말 잘 가 더 이상 보
정말 잘생겼다~~~~~~^^아침부터 눈이 호강하네요옹~~~}}^^	False	none	none	정말 잘 생기 아침 눈 호강
정말 재미있게 잘 보고 있습니다	False	none	none	정말 재미있 잘 보
정말 재미있는 개그우먼인데~그늘에 계신것 같아 안타까워요 조금씩 나오세요힘내세요^^	False	none	none	정말 재미있 개그우먼 그늘 계시 같 조금 나오 힘내
정말 축하드려요 그 나이에 임신 성공하기 쉽지 않은데 하늘이 도왔나봅니다..	False	others	none	정말 축하 드리 나이 임신 성공 하늘
정말 축하해요~~	False	none	none	정말 축하
정말 항상 존경하고 응원합니다ㅜㅜ 내조의여왕때부터 정말 최고였습니다ㅜㅜㅜ 사랑해요 언니 ㅠㅠ	False	none	none	정말 항상 존경 응원 내조의 여왕 때 정말 최고 사랑 언니
정말 현대의학의 힘은 대단하다는걸 느끼게해줌..	False	none	none	정말 현대 의학 힘 대단 느끼
정말보기좋네요 오래오래 행복하게 사세요 .. 김송님 정말 대단하세요 ..	False	none	none	정말 보 좋 오래오래 행복 사 김송 정말 대단하
정말잘어울리는예픈한쌍갓아요 제가더흥분되고기분이너무좋읍니다 너무너무축하축하드립니다	False	none	none	정말 잘 어울리 예 쌍 갓 아 더 흥분 기분 너무 좋 너무너무 축하 축하 드리
정말좋아하는 배우였는데... 그곳에서 편히 지내세요..고인의 명복을 빕니다...	False	none	none	정말 좋아하 배우 편히 지내 고인 명복 빌
정미애 화이팅 이뻐요	False	none	none	정미 애 이쁘
정미애씨 예쁜얼굴이죠~~	False	none	none	정 미애 예쁘 얼굴
정부에 무슨일만 나면 연얘기사로 막더라 ㅋㅋ 무슨일 잇는거 아니냐 ㅋㅋ	False	others	hate	정부 일 나 연 얘기 사 막 일
정상인 부부♡♡ 다들 이들같다면♡♡	False	none	none	정상인 부부 다 같
정선희씨랑 김영철씨랑 입담프로 하나했으면 좋겠어여~ㅋㅋㅋ진솔하면서 위트있어서 재미있게 봤네요^^	False	none	none	정선희 김영철 입담 프로 하 좋 진솔 위트 있 재미있 보
정센터 비호감 얼마나더 언플로 연명할지	False	none	offensive	정 센터 호감 얼마나 더 언플 연명
정소민이 아깝다 도대체 왜 ㅜㅜ	False	none	none	정소민 도대체 왜
정숙희 상멍청이그렇게 멀티태스킹이 안 되냐??동생 정은정 무시하지마라	False	none	hate	정숙 희 상 멍청이 멀티태스킹 안 되 동생 정 정 무시
정신 못차리는건 저X이나 판사나 똑같네.	False	none	hate	정신 못 차리 X 판사 똑같
정신감정이 진심 필요할듯...	False	none	hate	정신 감정 진심 필요
정신병 개많네 ㄷㄷㄷㄷㄷ반일감정이 뇌를 지배함 근데 일본여행은 개꿀임	False	none	hate	정신병 많 반일 감정 뇌 지배 일본 여행 개 꿀
정신병자 미친여자 하나때문에 이게 무슨 망신이냐??	True	gender	hate	정신병자 미치 여자 망신
정신빠진놈이구만 일본놈을 위로하냐	False	others	offensive	정신 빠지 일본 위로
정신이 이상한것같애. 얘도 YG애들이랑 친할것같은데..	False	others	hate	정신 이상 같 YG 애 친하 같
정신적으로이상자들 왜이렇게까지 살을빼는거지?문제다	False	none	offensive	정신 이상자 왜 살 빼 문제
정신줄 단디 챙기래이	False	none	none	정신 줄 달 챙기 하
정용화 존잘이다 멋지다!!	False	none	none	정 용 존 잘 멋지
정우(쓰레기) 연기에 비하면 진짜 부산사람 맞나싶을 정도로 사투리부터 연기 자체가 너무 어색...	False	none	hate	정우 쓰레기 연기 비하 진짜 부산 사람 맞 정도 사투리 연기 자체 너무 어색
정우성 공효진은 원래 좌파지만나머지들은 좌파라인 타려고 커밍아웃한건가곧 문죄인과함께 방송에서 사라지겠네 ㅉㅉ사람은 라인을 잘 타야돼	False	others	hate	정우성 공 효 진 원래 좌파 나머지 좌 파 라인 타 커밍아웃 곧 문 죄인 함께 방송 사라지 사람 라인 잘 타 되
정우성 대박 너무 너무 행복했어요	False	none	none	정우성 너무 너무 행복
정우성 버금가는 셀카바보..... 어쩜 저렇게 셀카를 못찍음...? 그럴거면 그 얼굴 나 좀...	False	none	none	정우성 버금가 셀카 바보 어쩜 셀카 못 찍 얼굴 좀
정우성 지금 유엔난민 홍보대사라 그러는건데 죠.옷도 모르는 ㅂㅅ들이 시비걸고 ㅈㄹ이네ㅋㅋㅋㅋㅋ 정우성 앞에서 눈도 못마주칠 찌질이들이	False	none	hate	정우성 지금 유엔 난민 홍보 대사 그러 옷 모르 들 시비 걸 이네 정우성 앞 눈 못 마주치 찌
정우성님 적극 지지합니다 난민 수용ㅍ적극적으로 받아들이곡 정부에서 난민들 적응 잘하도록 아낌없는 지원부탁드려요	False	none	none	정우성 적극 지지 난민 수용 적극 받아들이 정부 난민 적응 잘 하 아낌없 지원 부탁드리
정우성도 드라마 하나 찍어라. 정우성표 로맨스 보고 싶다. 잘생긴 아저씨의 대표주자. 비트 때는 정말 인간이 아니었는데... 뭔가 잘생겼는데 우수에 찬 느낌도 있고....그냥 잘생기지 않았음 정우성은.	False	none	none	정우성 드라마 찍 정우성 표 로맨스 보 잘생기 아저씨 대표 주자 비트 때 정말 인간 잘 생기 우수 차 느낌 있 그냥 잘 생기 정우성
정우성을 정권에 운운하는 것들은 수준이 도대체 뭐냐 정우성이 그동안 영화계에 끼친 공로만으로 대상 받고도 남는다 이것들아	False	others	offensive	정우성 정권 운운 수준 도대체 정우성 그동안 영화 끼치 공로 대상 남
정우성이 맞는말 했는데 왜 난리들인지? 오히려 만화가가 관종같구만.	False	none	offensive	정우성 맞 말 하 왜 난리 오히려 만화가 관 종 같
정웅인씨 아내분 인스타보면 촬영없는 쉬는 날 가족들과 자주 놀러다니고 시간을 함께 보내는 것 같던데 정말 가정적인 것 같아요. 저런 환경에서 자라는 아이들은 얼마나 훌륭한 어른이 될까요. 너무 부럽네요ㅠㅠ	False	none	none	정웅인 아내 인스타 보 촬영 없 쉬 날 가족 자주 놀 다니 시간 함께 보내 같 정말 가정 같 환경 자라 아이 얼마나 훌륭 어른 되 너무
정유진 기자 여시쭉빵워마드 하나보네. 스포티비 관계자들은 예의주시 하시오	True	gender	hate	정유진 기자 여시쭉빵워마드 하 스포 티비 관계자 예의 주시 하
정은채 아니었음 좋겠다	False	none	none	정은채 좋
정을 주고 싶어도 희한하게 정이 안 가는 나영석 사단	False	none	none	정 주 희한 정 안 가 나영석 사단
정작 패밀리를 외치는 다른 소속사랑 비교되는군	False	none	none	정작 패밀리 외치 소속사 비교
정조국김성은 키크고늘씬하니 머리는안될테고 운동시키면되겠네 농구 배구	False	others	offensive	정조국 김성 키 크 늘씬 머리 안 되 운동 시키 되 농구 배구
정준 4차원인듯	False	none	none	정준 차원
정준 개시러.	False	none	offensive	정준 개시러
정준 별로...사상의심	False	none	offensive	정준 별로 사상 의심
정준 연기력 많이 성장했네 드라마한편 잘찍어라 그럼 연기완된다 강두는 낙동강 오이알 돼였나 없네	False	none	offensive	정준 기력 많이 성장 드라마 잘 찍 연기 되 강두 낙동강 오이 알 없
정준영 로이킴 먼지가되어 사라짐ㅋㅋㅋ	False	none	offensive	정준영 로이 킴 먼지 되 사라지
정준영 마약검사햇다는기사는없네.	False	none	offensive	정준영 마약 검사 기사 없
정준영 절친이면 말 안해도 알겠다	False	others	offensive	정준영 절친 말 안 하 알
정준영도 1박2일 잘만 나오는디 격한 마음에 실언을 했을 수도 있지 쯧쯧 억울하면 일단 카톡부터 까고 좀.	False	none	offensive	정준영 잘 나오 격하 마음 실언 하 있 쯧쯧 억울 일단 카톡 까 좀
정준영도 협박 당하고 있을지 모르지....	False	none	none	정준영 협박 당하 모르
정준영사형시켜라 그리고목매OOO	False	none	hate	정준영 사형 목 매 OO
정준영이 나이 많아서 너 싫어 하겠는데...무슨 헛소리냐	True	gender	hate	정준영 나이 많 싫 소리
정준영이랑 엄청친해보이던데 박나래도 양심이있다면 알아서 프로그램 하나씩 정리하는게 예의아닌가?	False	others	offensive	정준영 엄청 친하 보이 박나래 양심 있 알 프로그램 정리 예의
정준영이랑 했으면 여자가 개이득 아님?	True	gender	hate	정준영 하 여자 개 이득
정준은 너무 짜증남 지맘대로	False	none	none	정준 너무 짜증 나 맘대로
정준이 연예인이냐? 월세 못낸다고 징징대고 십년안에 연기한 작품이 잇기는 함? 쩌리중에 쩌리지	False	others	offensive	정 준 연예인 월세 못 내 징징 대 안 연기 작품 쩌리 쩌리지
정준이 좋아해주니까 나도 좋다의 느낌이 많이강해보였음오빠는요? 저두요 같은... 성급해보임...드레스를입다니..	False	none	none	정 준 좋아하 좋 느낌 많이 강하 보이 오빠 같 성급 보이 드레스
정준호 멋있는 배우!	False	none	none	정준 호 멋있 배우
정준호딸맞네 똑닮앗네	False	none	none	정준 딸 맞 똑 닮
정준호씨꺼가 젤 재미엄어요 ㅜㅡ정준호편 나와면 채널 돌리다가여에스던가? 이거 봐요느므 잼미 뿜뿜터져용	False	none	offensive	정준 호 젤 재미 엄 정준 호 나오 면 채널 돌리 에스 봐요느므 잼 미 뿜뿜 터지
정치권서 월욜부터 뭘 덮으려고이런 황당한 기사를?좀 이해할수 있는 기사를 내세요아침부터 웃었네ㅋㅋ	False	others	offensive	정치 서 월요 덮 황당 기사 좀 이해 있 기사 내 아침
정치인 자식만 취업청탁이 문제가아니야..이렇게 쉽게 방송인도 되는데	False	none	none	정치인 자식 취업 청탁 문제 방송인 되
정해인 너무 좋다좋다~~	False	none	none	정해인 너무 좋 좋
정해인 소속사에 전화해봤는데 네이버 메인에 실어달라고 한적 없대요 기자들이 갖다 실은것뿐이지 굳이 전화해서 기사 내리라고 안했을뿐 인기가 많으니 안티들도 많아지네	False	none	none	정해인 소속사 전화 네이버 메인 하 없 기자 갖 굳이 전화 기사 내리 안 하 인기 많 안티 많
정해인도 별론뎅	False	none	none	정해인 별로
정해인보다 훨씬 좋은데	False	none	none	정해인 훨씬 좋
정해인에게 치여서 현생불가. 인생 처음 입덕 내배우 정해인 고맙고 사랑해❤️❤️❤️ 차기작도 너무 기다리게 하지 마여	False	none	none	정해인 치이 현생 불가 인생 처음 입 덕 배우 정해인 사랑 차기작 너무 기다리
정해인은 너무 귀척해서 별로ㅉㅉ니가 훨 낫다	False	none	offensive	정해인 너무 귀 하 별로 훨
정해인이 지금 선그은거 맞지...예진언니차인거?ㅠㅠ	False	none	none	정해인 지금 선 맞 예진 언니 차
제2의 이상민이 계셨네요.열씸히 사신 김범룡님 수고하셨어요.	False	none	none	이상민 계시 열씨 사 김범룡 수고
제니 얼굴 큰거 봐라ㅋㅋ 머리가 너무커 제니야 ㅋㅋ 대두 제니ㅋㅋㅋ 고소영은 이제 늙어서 할매네ㅋㅋ	False	others	offensive	제니 얼굴 크 보 머리 너무 크 제니 대두 제니 고소영 이제 늙 할매
제니를 시작으로 넷다 솔로 준비중이라잖아 !! 악플꺼져	False	none	offensive	제니 시작 다 솔로 준비 하 악플 꺼지
제대로 교육시켜 내보낸다는데 ..아직보기에 미숙한가보지 일단 방송나와 이름알렸고 더 발전되서 나감되는데 무슨 소송? 별로... 갑질보단 신중해 보임	False	none	none	제대로 교육 내보내 아직 보 미숙 일단 방송 나오 이름 알리 더 발전 나가 되 소송 별로 갑 신중 보이
제대로 알려주지않은 똥남아 태국 현지 안내인이 문제인거지. 정법팀이랑 저 박지윤닮은애는 잘못이 없다	False	others	offensive	제대로 알리 똥 남 태국 현지 안내인 문제 정법 팀 박지윤 닮 애 잘못 없
